Which_Iphone,Extracted_Model,Price,Memory(GB),battery_percentage,State,Seller,City,Region,Model_Series,Model_Type
13,13,220000,128,94,Б/у,Частное лицо,Караганда,Карагандинская область,13,
14,14,235000,256,90,Б/у,Бизнес,Алматы,Алматинская область,14,
12,12 pro max,210000,256,84,Б/у,Частное лицо,Костанай,Костанайская область,12,pro max
13,13,300000,256,88,Б/у,Частное лицо,Астана,Акмолинская область,13,
12,12 pro,260000,256,81,Б/у,Частное лицо,Шамалган,Алматинская область,12,pro
15,15 pro,395900,128,100,Б/у,Бизнес,Шымкент,Туркестанская область,15,pro
13,13,250000,128,88,Б/у,Частное лицо,Кирово,Туркестанская область,13,
12,12 pro,125000,64,84,Б/у,Бизнес,Караганда,Карагандинская область,12,pro
14,14,310000,128,78,Б/у,Частное лицо,Кентау,Туркестанская область,14,
12,12 pro max,180000,128,86,Б/у,Частное лицо,Атырау,Атырауская область,12,pro max
13,13 pro max,200000,512,85,Б/у,Частное лицо,Туздыбастау,Алматинская область,13,pro max
12,12 pro max,180000,128,84,Б/у,Частное лицо,Астана,Акмолинская область,12,pro max
15,15 pro max,560000,256,94,Новый,Бизнес,Алматы,Алматинская область,15,pro max
12,12,150000,128,84,Б/у,Частное лицо,Тараз,Жамбылская область,12,
13,13 pro max,130000,256,88,Новый,Частное лицо,Атырау,Атырауская область,13,pro max
15,15 pro,415000,256,94,Б/у,Бизнес,Нуркен,Карагандинская область,15,pro
15,15 pro,420000,128,94,Б/у,Частное лицо,Туркестан,Туркестанская область,15,pro
13,13 pro,320000,1024,87,Б/у,Частное лицо,Актау,Мангистауская область,13,pro
13,13,175000,128,80,Б/у,Частное лицо,Байсерке,Алматинская область,13,
14,14 pro max,400000,128,89,Б/у,Бизнес,Алматы,Алматинская область,14,pro max
14,14 pro,300000,128,83,Б/у,Бизнес,Алматы,Алматинская область,14,pro
13,13,250000,128,97,Б/у,Частное лицо,Петропавловск,Северо-Казахстанская область,13,
14,14,260000,128,88,Б/у,Частное лицо,Уральск,Западно-Казахстанская область,14,
12,12,135000,128,81,Б/у,Частное лицо,Чапаево,Карагандинская область,12,
13,13,190000,256,78,Б/у,Частное лицо,Астана,Акмолинская область,13,
13,13 pro,190000,128,82,Б/у,Частное лицо,Алматы,Алматинская область,13,pro
14,14 pro max,350000,256,86,Б/у,Частное лицо,Астана,Акмолинская область,14,pro max
14,14,265000,128,100,Б/у,Частное лицо,Акбулак,Карагандинская область,14,
13,13,260000,128,100,Новый,Частное лицо,Аральск,Кызылординская область,13,
12,12 pro max,300000,128,87,Б/у,Частное лицо,Алматы,Алматинская область,12,pro max
12,12 pro max,350000,128,88,Б/у,Частное лицо,Нура,Актюбинская область,12,pro max
15,15,325000,128,94,Новый,Бизнес,Актау,Западно-Казахстанская область,15,
12,12,139000,128,77,Б/у,Частное лицо,Жезказган,Карагандинская область,12,
13,13 pro,170000,256,88,Б/у,Частное лицо,Алматы,Алматинская область,13,pro
13,13 pro max,270000,512,88,Б/у,Частное лицо,Акбулак,Карагандинская область,13,pro max
15,15 pro,550000,256,100,Новый,Частное лицо,Усть-Каменогорск,Восточно-Казахстанская область,15,pro
12,12 pro,180000,256,84,Б/у,Бизнес,Караганда,Карагандинская область,12,pro
13,13,190000,128,88,Б/у,Бизнес,Тараз,Жамбылская область,13,
13,13,190000,128,86,Б/у,Бизнес,Шымкент,Туркестанская область,13,
14,14 pro,290000,128,88,Б/у,Частное лицо,Карла Маркса,Туркестанская область,14,pro
13,13 pro max,450000,256,85,Новый,Частное лицо,Нуркен,Карагандинская область,13,pro max
15,15 pro max,425000,256,94,Б/у,Бизнес,Акбулак,Карагандинская область,15,pro max
13,13 pro max,300000,128,83,Б/у,Частное лицо,Алматы,Алматинская область,13,pro max
13,13 pro,250000,256,79,Б/у,Частное лицо,Актобе,Актюбинская область,13,pro
14,14 pro,360000,256,88,Б/у,Бизнес,Актобе,Актюбинская область,14,pro
14,14 pro,400000,256,88,Б/у,Частное лицо,Алматы,Алматинская область,14,pro
14,14 pro max,390000,128,88,Б/у,Частное лицо,Жолбарыса Калшораева,Туркестанская область,14,pro max
14,14 pro,340000,128,88,Б/у,Бизнес,Тараз,Жамбылская область,14,pro
13,13 pro max,320000,512,88,Б/у,Частное лицо,Тельмана,Алматинская область,13,pro max
14,14 pro max,379900,128,89,Б/у,Бизнес,Астана,Акмолинская область,14,pro max
15,15 pro,450000,256,94,Б/у,Частное лицо,Алматы,Алматинская область,15,pro
15,15 pro max,510000,512,94,Б/у,Бизнес,Алматы,Алматинская область,15,pro max
15,15 pro,450000,256,99,Б/у,Бизнес,Астана,Акмолинская область,15,pro
16,16 pro max,395000,256,100,Новый,Бизнес,Алматы,Алматинская область,16,pro max
13,13 mini,325000,128,88,Новый,Бизнес,Алматы,Алматинская область,13,mini
13,13,190000,128,88,Б/у,Бизнес,Уральск,Западно-Казахстанская область,13,
15,15 pro,430000,256,94,Б/у,Бизнес,Алматы,Алматинская область,15,pro
15,15 pro,450000,256,94,Б/у,Частное лицо,Алматы,Алматинская область,15,pro
12,12 pro max,300000,256,88,Б/у,Частное лицо,Сарыагаш,Туркестанская область,12,pro max
12,12,230000,64,84,Б/у,Частное лицо,Астана,Акмолинская область,12,
15,15 pro max,680000,1024,100,Новый,Частное лицо,Сатпаев,Карагандинская область,15,pro max
13,13 pro,230000,128,86,Б/у,Частное лицо,Жарсуат,Акмолинская область,13,pro
15,15 pro,390000,128,100,Б/у,Бизнес,Астана,Акмолинская область,15,pro
13,13,210000,128,88,Б/у,Бизнес,Астана,Акмолинская область,13,
14,14 pro max,380000,256,88,Б/у,Частное лицо,Астана,Акмолинская область,14,pro max
13,13,280000,128,88,Новый,Частное лицо,Кульсары,Атырауская область,13,
13,13,160000,128,85,Б/у,Бизнес,Павлодар,Павлодарская область,13,
13,13 pro,240000,256,85,Б/у,Частное лицо,Уральск,Западно-Казахстанская область,13,pro
14,14,250000,128,93,Б/у,Частное лицо,Семей,Восточно-Казахстанская область,14,
12,12,160000,128,99,Б/у,Бизнес,Астана,Акмолинская область,12,
12,12,130000,64,84,Б/у,Бизнес,Актобе,Актюбинская область,12,
13,13 pro max,300000,128,86,Б/у,Частное лицо,Алматы,Алматинская область,13,pro max
14,14 pro max,500000,256,98,Б/у,Частное лицо,Зыряновск,Восточно-Казахстанская область,14,pro max
13,13 pro,240000,256,80,Б/у,Бизнес,Актау,Мангистауская область,13,pro
15,15 pro max,500000,256,90,Б/у,Частное лицо,Костанай,Костанайская область,15,pro max
12,12 pro,160000,64,84,Б/у,Частное лицо,Усть-Каменогорск,Восточно-Казахстанская область,12,pro
16,16,390000,128,99,Новый,Бизнес,Алматы,Алматинская область,16,
14,14 pro max,360000,256,88,Б/у,Бизнес,Астана,Акмолинская область,14,pro max
12,12 pro max,350000,128,84,Б/у,Частное лицо,Астана,Акмолинская область,12,pro max
16,16,465000,512,99,Новый,Бизнес,Астана,Акмолинская область,16,
13,13 pro max,570000,256,88,Б/у,Частное лицо,Талдыкорган,Алматинская область,13,pro max
15,15 pro,430000,128,92,Б/у,Бизнес,Усть-Каменогорск,Восточно-Казахстанская область,15,pro
16,16 pro max,689000,256,99,Новый,Частное лицо,Петропавловск,Северо-Казахстанская область,16,pro max
15,15 plus,330000,256,93,Б/у,Бизнес,Актау,Мангистауская область,15,plus
13,13,313000,256,86,Б/у,Частное лицо,Алматы,Алматинская область,13,
13,13 pro max,255000,128,88,Б/у,Бизнес,Караганда,Карагандинская область,13,pro max
15,15 pro max,454990,256,96,Б/у,Бизнес,Алматы,Алматинская область,15,pro max
13,13,200000,128,89,Б/у,Бизнес,Семей,Восточно-Казахстанская область,13,
15,15 pro max,520000,256,94,Б/у,Частное лицо,Астана,Акмолинская область,15,pro max
13,13 pro,240000,128,88,Б/у,Частное лицо,Усть-Каменогорск,Восточно-Казахстанская область,13,pro
15,15 pro max,440000,256,94,Б/у,Бизнес,Алматы,Алматинская область,15,pro max
13,13,200000,128,88,Б/у,Бизнес,Актобе,Актюбинская область,13,
12,12 pro,136000,256,80,Б/у,Бизнес,Балхаш,Карагандинская область,12,pro
14,14 pro,370000,256,88,Б/у,Частное лицо,Нуркен,Карагандинская область,14,pro
13,13,220000,128,87,Б/у,Частное лицо,им.Жанкожа батыра,Кызылординская область,13,
12,12 pro,200000,256,84,Б/у,Бизнес,Темиртау,Карагандинская область,12,pro
15,15 pro,400000,128,100,Б/у,Частное лицо,Алматы,Алматинская область,15,pro
13,13,325000,128,88,Новый,Бизнес,Алматы,Алматинская область,13,
14,14 pro,300000,128,88,Б/у,Частное лицо,Султанрабат,Туркестанская область,14,pro
13,13 pro,310000,256,100,Б/у,Бизнес,Астана,Акмолинская область,13,pro
14,14 pro max,350000,256,87,Б/у,Частное лицо,Конаев (Капчагай),Алматинская область,14,pro max
12,12 pro,180000,128,84,Б/у,Частное лицо,Туркестан,Туркестанская область,12,pro
14,14 pro,390000,512,87,Б/у,Бизнес,Астана,Акмолинская область,14,pro
14,14 pro,325000,128,90,Б/у,Частное лицо,Кокшетау,Акмолинская область,14,pro
15,15,330000,128,94,Новый,Бизнес,Алматы,Алматинская область,15,
14,14,210000,128,88,Б/у,Бизнес,Атырау,Атырауская область,14,
15,15 pro max,465900,256,94,Б/у,Бизнес,Алматы,Алматинская область,15,pro max
12,12 pro,215000,128,98,Б/у,Бизнес,Темиртау,Карагандинская область,12,pro
14,14 pro,220000,128,88,Б/у,Частное лицо,Тельмана,Алматинская область,14,pro
15,15,330000,128,94,Б/у,Частное лицо,Кокшетау,Акмолинская область,15,
14,14,300000,128,94,Б/у,Частное лицо,Усть-Каменогорск,Восточно-Казахстанская область,14,
15,15 pro,560000,256,100,Новый,Бизнес,Семей,Восточно-Казахстанская область,15,pro
13,13,165000,128,87,Б/у,Бизнес,Сатпаев,Карагандинская область,13,
14,14 pro,450000,128,88,Б/у,Частное лицо,Бекболат Ашекеев,Алматинская область,14,pro
13,13 mini,200000,128,88,Б/у,Бизнес,Костанай,Костанайская область,13,mini
13,13 pro max,520000,128,88,Б/у,Частное лицо,Астана,Акмолинская область,13,pro max
15,15 pro,415000,128,94,Новый,Бизнес,Алматы,Алматинская область,15,pro
15,15 pro max,660000,512,94,Б/у,Бизнес,Костанай,Костанайская область,15,pro max
14,14 pro,304990,128,89,Б/у,Бизнес,Алматы,Алматинская область,14,pro
14,14 pro max,319990,256,85,Б/у,Частное лицо,Акбулак,Карагандинская область,14,pro max
15,15 pro,430000,128,94,Б/у,Частное лицо,Алматы,Алматинская область,15,pro
13,13,190000,128,85,Б/у,Частное лицо,Есик,Алматинская область,13,
12,12,150000,128,84,Б/у,Частное лицо,Балыкши,Атырауская область,12,
15,15,301900,128,100,Б/у,Бизнес,Алматы,Алматинская область,15,
13,13 pro,255000,256,78,Б/у,Бизнес,Астана,Акмолинская область,13,pro
13,13 mini,160000,256,88,Б/у,Бизнес,Актау,Мангистауская область,13,mini
14,14 pro,290000,128,88,Б/у,Частное лицо,Алматы,Алматинская область,14,pro
14,14 pro,300000,128,85,Б/у,Бизнес,Уральск,Западно-Казахстанская область,14,pro
12,12,114300,128,84,Б/у,Бизнес,Шымкент,Туркестанская область,12,
13,13,200000,128,88,Б/у,Частное лицо,Усть-Каменогорск,Восточно-Казахстанская область,13,
15,15 pro max,500000,256,93,Б/у,Частное лицо,Алматы,Алматинская область,15,pro max
12,12 pro max,180000,256,74,Б/у,Бизнес,Астана,Акмолинская область,12,pro max
12,12,220000,64,84,Б/у,Частное лицо,Кызылорда,Кызылординская область,12,
15,15,350000,256,94,Б/у,Частное лицо,Алматы,Алматинская область,15,
16,16 pro max,870000,1024,99,Новый,Бизнес,Алматы,Алматинская область,16,pro max
13,13 pro,275000,256,88,Новый,Бизнес,Шымкент,Туркестанская область,13,pro
13,13,310000,128,88,Новый,Частное лицо,30 лет Казахстана,Туркестанская область,13,
14,14 pro max,360000,256,88,Б/у,Бизнес,Астана,Акмолинская область,14,pro max
15,15 pro,460000,256,95,Б/у,Бизнес,Актобе,Актюбинская область,15,pro
13,13 pro,230000,256,75,Б/у,Бизнес,Актау,Мангистауская область,13,pro
13,13 pro,160000,128,88,Б/у,Частное лицо,Талгар,Алматинская область,13,pro
12,12 pro,160000,128,84,Б/у,Частное лицо,Актау,Мангистауская область,12,pro
12,12 pro max,200000,256,80,Б/у,Частное лицо,Атырау,Атырауская область,12,pro max
15,15,350000,128,92,Б/у,Частное лицо,Шымкент,Туркестанская область,15,
13,13,190000,128,88,Б/у,Бизнес,Актау,Мангистауская область,13,
13,13 pro,190000,128,88,Б/у,Частное лицо,Алматы,Алматинская область,13,pro
15,15 pro,450000,128,98,Б/у,Частное лицо,Сауран,Туркестанская область,15,pro
13,13,190000,128,88,Б/у,Частное лицо,Мунайшы,Мангистауская область,13,
13,13 pro,400000,128,95,Б/у,Частное лицо,Туркестан,Туркестанская область,13,pro
13,13 pro,260000,128,82,Б/у,Частное лицо,им.И.Жакаева,Кызылординская область,13,pro
13,13 pro max,550000,512,88,Новый,Частное лицо,Алматы,Алматинская область,13,pro max
15,15 pro,465000,512,97,Б/у,Бизнес,Астана,Акмолинская область,15,pro
12,12,140000,256,84,Новый,Частное лицо,Астана,Акмолинская область,12,
13,13 pro,210000,256,80,Б/у,Частное лицо,Тельмана,Алматинская область,13,pro
13,13,165000,128,88,Б/у,Бизнес,Астана,Акмолинская область,13,
12,12 pro,160000,256,80,Б/у,Бизнес,Шымкент,Туркестанская область,12,pro
14,14 pro,330000,256,100,Б/у,Бизнес,Алматы,Алматинская область,14,pro
13,13,510000,128,100,Новый,Частное лицо,Караганда,Карагандинская область,13,
15,15 pro max,530000,128,94,Б/у,Частное лицо,Актобе,Актюбинская область,15,pro max
15,15 pro,375000,128,94,Б/у,Бизнес,Экибастуз,Павлодарская область,15,pro
14,14,290000,128,88,Новый,Бизнес,Алматы,Алматинская область,14,
15,15,330000,128,94,Новый,Бизнес,Алматы,Алматинская область,15,
14,14 pro max,325000,256,86,Б/у,Частное лицо,Кокшетау,Акмолинская область,14,pro max
14,14 pro max,340000,256,88,Б/у,Бизнес,Караганда,Карагандинская область,14,pro max
12,12 pro,205000,128,98,Б/у,Бизнес,Темиртау,Карагандинская область,12,pro
15,15 pro,450000,256,89,Б/у,Бизнес,Алматы,Алматинская область,15,pro
14,14,200000,128,83,Б/у,Бизнес,Актау,Мангистауская область,14,
14,14 plus,250000,128,87,Б/у,Бизнес,Уральск,Западно-Казахстанская область,14,plus
12,12 pro,110000,64,84,Б/у,Частное лицо,Каратаусай,Актюбинская область,12,pro
16,16 pro max,700000,256,99,Б/у,Частное лицо,Костанай,Костанайская область,16,pro max
12,12 pro,250000,256,84,Б/у,Частное лицо,Шымкент,Туркестанская область,12,pro
13,13 pro,180000,128,83,Б/у,Частное лицо,Алматы,Алматинская область,13,pro
13,13 pro max,300000,256,88,Б/у,Бизнес,Талас,Жамбылская область,13,pro max
13,13,135000,128,88,Б/у,Частное лицо,Алматы,Алматинская область,13,
13,13,193000,128,90,Б/у,Частное лицо,Алматы,Алматинская область,13,
13,13,200000,256,80,Б/у,Бизнес,Астана,Акмолинская область,13,
12,12 pro,299999,128,88,Б/у,Частное лицо,Алматы,Алматинская область,12,pro
15,15,315000,128,100,Новый,Частное лицо,Тараз,Жамбылская область,15,
13,13 mini,160000,128,79,Б/у,Частное лицо,Семей,Восточно-Казахстанская область,13,mini
14,14 plus,235000,128,89,Б/у,Бизнес,Экибастуз,Павлодарская область,14,plus
16,16,405000,128,99,Новый,Бизнес,Актау,Западно-Казахстанская область,16,
14,14 pro,260000,128,88,Б/у,Частное лицо,Актау,Мангистауская область,14,pro
14,14,250000,128,86,Б/у,Частное лицо,Алматы,Алматинская область,14,
13,13 pro max,311900,512,87,Б/у,Бизнес,Алматы,Алматинская область,13,pro max
14,14 pro max,400000,256,88,Б/у,Частное лицо,Шымкент,Туркестанская область,14,pro max
14,14 pro,340000,128,90,Б/у,Бизнес,Актобе,Актюбинская область,14,pro
15,15 pro max,400000,128,94,Б/у,Частное лицо,Жолбарыса Калшораева,Туркестанская область,15,pro max
13,13,185000,128,89,Б/у,Частное лицо,Караганда,Карагандинская область,13,
12,12,135000,128,84,Новый,Бизнес,Шымкент,Туркестанская область,12,
15,15 pro,390000,128,100,Б/у,Бизнес,Астана,Акмолинская область,15,pro
15,15 pro max,470000,256,100,Б/у,Бизнес,Петропавловск,Северо-Казахстанская область,15,pro max
13,13,191900,128,93,Б/у,Бизнес,Алматы,Алматинская область,13,
13,13,190000,128,88,Б/у,Частное лицо,Алматы,Алматинская область,13,
15,15 pro,380000,128,100,Б/у,Бизнес,Алматы,Алматинская область,15,pro
13,13,190000,256,79,Б/у,Бизнес,Алматы,Алматинская область,13,
13,13,260000,128,88,Новый,Бизнес,Алматы,Алматинская область,13,
15,15 pro,500000,128,94,Новый,Частное лицо,Астана,Акмолинская область,15,pro
15,15 pro,420000,128,96,Б/у,Бизнес,Актобе,Актюбинская область,15,pro
12,12 pro,180000,256,77,Б/у,Бизнес,Петропавловск,Северо-Казахстанская область,12,pro
13,13,222000,128,96,Б/у,Частное лицо,Валиханово,Акмолинская область,13,
13,13,270000,256,84,Б/у,Частное лицо,Акбулак,Карагандинская область,13,
13,13,160000,128,88,Б/у,Частное лицо,Уральск,Западно-Казахстанская область,13,
13,13 pro max,350000,1024,88,Б/у,Частное лицо,Алматы,Алматинская область,13,pro max
13,13,175000,128,88,Б/у,Частное лицо,Нуркен,Карагандинская область,13,
13,13,260000,128,88,Новый,Бизнес,Алматы,Алматинская область,13,
14,14 pro,350000,128,87,Б/у,Частное лицо,Шымкент,Туркестанская область,14,pro
14,14 pro,260000,128,86,Б/у,Частное лицо,Петропавловск,Северо-Казахстанская область,14,pro
15,15 pro,300000,128,100,Б/у,Частное лицо,Талас,Жамбылская область,15,pro
13,13 pro max,200000,128,83,Б/у,Частное лицо,Жезказган,Карагандинская область,13,pro max
15,15 pro,580000,512,100,Б/у,Бизнес,Кокшетау,Акмолинская область,15,pro
12,12 pro max,249900,128,100,Б/у,Бизнес,Астана,Акмолинская область,12,pro max
14,14 pro max,355000,512,87,Б/у,Бизнес,Астана,Акмолинская область,14,pro max
13,13 pro,249900,256,85,Б/у,Бизнес,Алматы,Алматинская область,13,pro
14,14 pro,340000,128,88,Б/у,Частное лицо,Павлодар,Павлодарская область,14,pro
15,15 pro max,585000,256,94,Новый,Бизнес,Тараз,Жамбылская область,15,pro max
13,13 pro,260000,1024,88,Б/у,Бизнес,Шымкент,Туркестанская область,13,pro
13,13,260000,128,88,Новый,Бизнес,Алматы,Алматинская область,13,
15,15,310000,128,94,Новый,Бизнес,Алматы,Алматинская область,15,
14,14,280000,128,89,Б/у,Частное лицо,Алматы,Алматинская область,14,
14,14 pro max,395000,256,88,Б/у,Бизнес,Алматы,Алматинская область,14,pro max
15,15 pro max,480000,256,89,Б/у,Бизнес,Костанай,Костанайская область,15,pro max
13,13,195000,128,88,Б/у,Частное лицо,Алматы,Алматинская область,13,
14,14,350000,128,100,Б/у,Частное лицо,Астана,Акмолинская область,14,
15,15 pro,450000,128,94,Б/у,Бизнес,Алматы,Алматинская область,15,pro
13,13 pro,400000,128,88,Б/у,Частное лицо,Семей,Восточно-Казахстанская область,13,pro
13,13 pro max,400000,256,88,Б/у,Частное лицо,Шымкент,Туркестанская область,13,pro max
13,13,200000,128,88,Новый,Частное лицо,Актубек,Карагандинская область,13,
12,12 pro,150000,256,84,Б/у,Частное лицо,им.Балуана Шолака,Жамбылская область,12,pro
15,15 pro max,440000,256,94,Б/у,Бизнес,Астана,Акмолинская область,15,pro max
13,13,180000,128,88,Б/у,Частное лицо,Сарыозек,Алматинская область,13,
16,16 pro,665000,128,99,Новый,Бизнес,Астана,Акмолинская область,16,pro
14,14 pro max,310000,128,88,Б/у,Бизнес,Алматы,Алматинская область,14,pro max
13,13 pro,235000,256,88,Б/у,Бизнес,Актау,Мангистауская область,13,pro
14,14 pro,249900,128,93,Б/у,Частное лицо,Усть-Каменогорск,Восточно-Казахстанская область,14,pro
12,12 pro max,190000,256,80,Б/у,Частное лицо,Алматы,Алматинская область,12,pro max
12,12,130000,128,84,Б/у,Частное лицо,Алматы,Алматинская область,12,
12,12 mini,90000,128,79,Б/у,Бизнес,Костанай,Костанайская область,12,mini
13,13,190000,128,90,Б/у,Бизнес,Актау,Мангистауская область,13,
13,13,200000,128,100,Б/у,Бизнес,Павлодар,Павлодарская область,13,
15,15 pro max,430000,256,95,Б/у,Частное лицо,Алматы,Алматинская область,15,pro max
15,15 pro,450000,128,94,Б/у,Бизнес,Астана,Акмолинская область,15,pro
14,14,300000,128,88,Б/у,Частное лицо,Караганда,Карагандинская область,14,
12,12 pro,145000,64,88,Б/у,Частное лицо,Атырау,Атырауская область,12,pro
16,16 pro max,690000,256,100,Б/у,Бизнес,Алматы,Алматинская область,16,pro max
14,14 pro,310000,128,87,Б/у,Частное лицо,Тараз,Жамбылская область,14,pro
14,14,210000,256,87,Б/у,Бизнес,Шымкент,Туркестанская область,14,
12,12 pro,200000,128,84,Б/у,Частное лицо,Алматы,Алматинская область,12,pro
13,13 mini,309900,128,88,Новый,Бизнес,Алматы,Алматинская область,13,mini
13,13,260000,128,88,Новый,Бизнес,Алматы,Алматинская область,13,
12,12 pro,350000,256,92,Б/у,Частное лицо,Алматы,Алматинская область,12,pro
14,14,290000,128,88,Б/у,Частное лицо,Степногорск,Акмолинская область,14,
14,14 pro,380000,128,89,Б/у,Частное лицо,Нура,Актюбинская область,14,pro
14,14 pro,300000,128,90,Новый,Частное лицо,Семей,Восточно-Казахстанская область,14,pro
13,13,175000,128,81,Б/у,Бизнес,Астана,Акмолинская область,13,
12,12 pro max,310000,128,90,Б/у,Частное лицо,Байтерек,Северо-Казахстанская область,12,pro max
15,15 pro,410000,256,94,Б/у,Бизнес,Астана,Акмолинская область,15,pro
13,13,200000,256,91,Б/у,Бизнес,Астана,Акмолинская область,13,
14,14 pro,330000,128,88,Б/у,Частное лицо,Алматы,Алматинская область,14,pro
12,12 pro,250000,256,79,Б/у,Частное лицо,Петропавловск,Северо-Казахстанская область,12,pro
13,13,175000,128,90,Новый,Частное лицо,Атырау,Атырауская область,13,
16,16 pro max,650000,256,99,Б/у,Частное лицо,Астана,Акмолинская область,16,pro max
13,13,220000,256,88,Б/у,Частное лицо,Балхаш,Карагандинская область,13,
14,14 pro,350000,128,100,Новый,Бизнес,Шымкент,Туркестанская область,14,pro
12,12,245000,128,85,Б/у,Частное лицо,Костанай,Костанайская область,12,
16,16 pro,630000,256,99,Б/у,Бизнес,Павлодар,Павлодарская область,16,pro
13,13 pro,310000,128,85,Б/у,Частное лицо,Алматы,Алматинская область,13,pro
15,15 pro,365000,128,92,Б/у,Частное лицо,Алматы,Алматинская область,15,pro
13,13 pro,250000,128,88,Б/у,Частное лицо,Семей,Восточно-Казахстанская область,13,pro
13,13 pro,240000,128,83,Б/у,Бизнес,Астана,Акмолинская область,13,pro
15,15 pro,420000,256,98,Б/у,Частное лицо,Алматы,Алматинская область,15,pro
15,15,280000,128,95,Б/у,Бизнес,Астана,Акмолинская область,15,
14,14,200000,128,87,Б/у,Частное лицо,Алматы,Алматинская область,14,
13,13 pro,300000,128,88,Новый,Частное лицо,Костанай,Костанайская область,13,pro
14,14,240000,128,85,Б/у,Частное лицо,Усть-Каменогорск,Восточно-Казахстанская область,14,
13,13 mini,165000,128,80,Б/у,Бизнес,Астана,Акмолинская область,13,mini
15,15 pro max,700000,1024,94,Новый,Частное лицо,Алматы,Алматинская область,15,pro max
13,13 pro,260000,256,87,Б/у,Частное лицо,Кокшетау,Акмолинская область,13,pro
15,15 pro max,450000,256,100,Б/у,Бизнес,Алматы,Алматинская область,15,pro max
14,14 pro,315000,128,88,Б/у,Бизнес,Актобе,Актюбинская область,14,pro
16,16 pro,640000,256,99,Новый,Частное лицо,Нуркен,Карагандинская область,16,pro
12,12 pro,350000,128,84,Б/у,Частное лицо,Астана,Акмолинская область,12,pro
13,13,170000,128,88,Б/у,Частное лицо,Бесагаш,Алматинская область,13,
13,13 pro max,230000,128,88,Б/у,Бизнес,Караганда,Карагандинская область,13,pro max
14,14 pro max,330000,256,88,Новый,Частное лицо,Аса,Жамбылская область,14,pro max
13,13 pro,260000,128,100,Б/у,Частное лицо,Актобе,Актюбинская область,13,pro
14,14,210000,128,85,Б/у,Частное лицо,Болтирик шешен,Жамбылская область,14,
12,12 pro,159999,128,79,Б/у,Частное лицо,Караганда,Карагандинская область,12,pro
13,13 pro,205000,128,86,Б/у,Бизнес,Астана,Акмолинская область,13,pro
14,14 pro,230000,128,88,Б/у,Частное лицо,Костанай,Костанайская область,14,pro
14,14,240000,128,88,Б/у,Частное лицо,Алматы,Алматинская область,14,
13,13 pro,315000,128,100,Новый,Частное лицо,Астана,Акмолинская область,13,pro
12,12 pro max,160000,128,84,Б/у,Частное лицо,Алматы,Алматинская область,12,pro max
14,14,420000,256,88,Б/у,Частное лицо,Кульсары,Атырауская область,14,
14,14 pro max,350000,256,90,Новый,Частное лицо,Шымкент,Туркестанская область,14,pro max
15,15 pro,410000,128,100,Б/у,Бизнес,Костанай,Костанайская область,15,pro
13,13,190000,128,84,Б/у,Частное лицо,Нуркен,Карагандинская область,13,
14,14 pro max,450000,256,88,Б/у,Частное лицо,Астана,Акмолинская область,14,pro max
14,14,260000,128,86,Б/у,Частное лицо,Алматы,Алматинская область,14,
12,12,125000,128,80,Б/у,Частное лицо,Астана,Акмолинская область,12,
15,15 pro,430000,256,94,Б/у,Частное лицо,Иргели,Алматинская область,15,pro
13,13,195000,256,88,Б/у,Бизнес,Жанаозен,Мангистауская область,13,
13,13,180000,128,79,Б/у,Бизнес,Кайтпас,Туркестанская область,13,
15,15 pro,420000,128,94,Новый,Частное лицо,Сауран,Туркестанская область,15,pro
14,14 pro,350000,128,86,Б/у,Частное лицо,Астана,Акмолинская область,14,pro
13,13 pro,270000,128,83,Б/у,Частное лицо,Нуркен,Карагандинская область,13,pro
13,13,300000,128,100,Новый,Частное лицо,Нурмухамеда Есентаева,Туркестанская область,13,
13,13 pro,200000,128,88,Б/у,Частное лицо,Астана,Акмолинская область,13,pro
14,14 pro max,350000,128,85,Б/у,Бизнес,Талас,Жамбылская область,14,pro max
14,14 pro max,370000,256,85,Б/у,Частное лицо,Алматы,Алматинская область,14,pro max
13,13,210000,128,100,Б/у,Бизнес,Астана,Акмолинская область,13,
12,12 pro max,301000,256,86,Б/у,Частное лицо,Астана,Акмолинская область,12,pro max
14,14,280000,128,88,Б/у,Частное лицо,Павлодар,Павлодарская область,14,
12,12 pro max,300000,128,84,Б/у,Частное лицо,Астана,Акмолинская область,12,pro max
16,16,400000,128,99,Б/у,Частное лицо,Абай,Алматинская область,16,
13,13 pro,170000,256,88,Б/у,Частное лицо,Байзак,Жамбылская область,13,pro
12,12,130000,128,78,Б/у,Частное лицо,Караганда,Карагандинская область,12,
15,15 pro,460000,128,94,Б/у,Бизнес,Уральск,Западно-Казахстанская область,15,pro
13,13 pro,295000,512,97,Б/у,Бизнес,Астана,Акмолинская область,13,pro
12,12 pro max,150000,256,80,Б/у,Частное лицо,Алматы,Алматинская область,12,pro max
15,15 pro,410000,128,100,Б/у,Бизнес,Алматы,Алматинская область,15,pro
14,14 pro max,445000,512,88,Б/у,Бизнес,Уральск,Западно-Казахстанская область,14,pro max
13,13 pro,190000,128,91,Б/у,Частное лицо,Кокшетау,Акмолинская область,13,pro
15,15 pro,400000,128,100,Б/у,Бизнес,Астана,Акмолинская область,15,pro
13,13 pro,165000,128,78,Б/у,Частное лицо,Актау,Мангистауская область,13,pro
14,14 pro max,450000,256,91,Б/у,Частное лицо,Шымкент,Туркестанская область,14,pro max
